"Gene"	"chromosome"	"start"	"end"	"gene_biotype"	"RealData"	"nRealBetter"
"CBR3-AS1"	"chr21"	37504065	37528615	"processed_transcript"	0	92
"ENSG00000236833"	"chr3"	197387436	197392628	"lincRNA"	0	97
"LINC00421"	"chr13"	19919189	19920889	"lincRNA"	0	97
"ENSG00000236838"	"chr17"	2116991	2117708	"antisense"	0	97
"ENSG00000236841"	"chr2"	163016272	163029426	"antisense"	0	100
"ENSG00000236844"	"chr3"	195281428	195281901	"pseudogene"	0	99
"ENSG00000236846"	"chr1"	223317391	223318296	"lincRNA"	0	100
"ENSG00000236848"	"chr7"	102792454	102792772	"pseudogene"	0	100
"BMS1P20"	"chr22"	22657589	22677203	"processed_transcript"	0	90
"ENSG00000236852"	"chrX"	61998720	61999796	"pseudogene"	0	99
"OR2R1P"	"chr7"	143185582	143186495	"pseudogene"	0	100
"ENSG00000236857"	"chr9"	18717972	18718524	"pseudogene"	0	99
"RPL39P29"	"chr13"	102915396	102915552	"pseudogene"	0	100
"ENSG00000236861"	"chr7"	93598754	93640425	"antisense"	0	63
"RPS20P24"	"chr9"	75270748	75271108	"pseudogene"	0	100
"RPL23AP23"	"chr1"	235459180	235459650	"pseudogene"	0	100
"ENSG00000236866"	"chr1"	118139454	118148392	"antisense"	0	79
"ENSG00000236867"	"chr22"	50210896	50211360	"pseudogene"	0	98
"LINC00106"	"chrX"	1515320	1518295	"lincRNA"	0	100
"ENSG00000236872"	"chr1"	45880692	45881016	"pseudogene"	0	100
"DDX11L5"	"chr9"	11987	14522	"pseudogene"	0	98
"TMSB4XP1"	"chr1"	42965876	42966067	"pseudogene"	0	100
"ENSG00000236878"	"chr2"	120968630	120969291	"pseudogene"	0	100
"ENSG00000236880"	"chrX"	123822354	123822688	"pseudogene"	0	100
"C5orf27"	"chr5"	95187936	95195837	"protein_coding"	0	94
"ENSG00000236889"	"chr1"	206164084	206166270	"lincRNA"	0	100
"ENSG00000236890"	"chr22"	18564232	18564441	"pseudogene"	0	100
"ASS1P7"	"chr3"	177014949	177016174	"pseudogene"	0	98
"ENSG00000236894"	"chr10"	26866605	26868024	"lincRNA"	0	99
"ENSG00000236896"	"chr9"	100748833	100749938	"antisense"	0	100
"TIMM9P1"	"chr10"	76104308	76104563	"pseudogene"	0	100
"MIR600HG"	"chr9"	125871773	125877756	"sense_intronic"	0	99
"ENSG00000236905"	"chr1"	212997369	212997847	"pseudogene"	0	100
"ENSG00000236908"	"chr12"	3427884	3434509	"lincRNA"	0	95
"ENSG00000236911"	"chr1"	207725270	207779900	"antisense"	0	100
"ENSG00000236913"	"chr2"	42696957	42697406	"pseudogene"	0	98
"ENSG00000236914"	"chr15"	38361682	38365160	"lincRNA"	0	97
"ENSG00000236915"	"chr1"	87036864	87158886	"antisense"	0	5
"ENSG00000236919"	"chr11"	50205725	50206932	"pseudogene"	0	100
"ENSG00000236924"	"chr9"	6645956	6670635	"lincRNA"	0	89
"ENSG00000236928"	"chr7"	65899621	65900465	"pseudogene"	0	100
"ENSG00000236929"	"chrX"	15135559	15135890	"pseudogene"	0	100
"ENSG00000236930"	"chr3"	45925132	45925605	"pseudogene"	0	100
"ENSG00000236933"	"chr1"	120835810	120838343	"antisense"	0	94
"ENSG00000236935"	"chr11"	64092522	64096976	"antisense"	0	93
"ENSG00000236936"	"chr1"	21592575	21593744	"antisense"	0	100
"PTGES3P4"	"chr10"	104605352	104605707	"pseudogene"	0	100
"ENSG00000236940"	"chr1"	151730135	151730918	"pseudogene"	0	100
"ENSG00000236941"	"chr4"	165869231	165899980	"pseudogene"	0	84
"ENSG00000236942"	"chr1"	205594611	205595281	"pseudogene"	0	100
"ENSG00000236943"	"chr1"	144456138	144521970	"antisense"	0	100
"CCDC58P2"	"chr10"	52722753	52723118	"pseudogene"	0	100
"HNRNPA1P70"	"chr12"	68429547	68430633	"pseudogene"	0	99
"ENSG00000236947"	"chr1"	156416204	156426369	"lincRNA"	0	100
"ENSG00000236948"	"chr1"	5647428	5728355	"lincRNA"	0	22
"ENSG00000236951"	"chrY"	24246961	24293631	"lincRNA"	0	98
"ZDHHC20-IT1"	"chr13"	21951116	21952013	"sense_intronic"	0	100
"ENSG00000236961"	"chr6"	43690523	43705571	"lincRNA"	0	82
"OR52N3P"	"chr11"	5821594	5822690	"pseudogene"	0	100
"ENSG00000236968"	"chr10"	3266008	3269599	"lincRNA"	0	99
"GGT8P"	"chr2"	91963970	91969195	"pseudogene"	0	100
"FABP5P1"	"chr13"	73674713	73675123	"pseudogene"	0	100
"GAPDHP51"	"chr1"	52172810	52173809	"pseudogene"	0	98
"ENSG00000236975"	"chr1"	229228562	229230652	"lincRNA"	0	100
"ENSG00000236976"	"chr7"	63601916	63602779	"pseudogene"	0	99
"ANKRD44-IT1"	"chr2"	198115582	198167243	"sense_intronic"	0	100
"C3orf84"	"chr3"	49215065	49229291	"protein_coding"	0	93
"ENSG00000236982"	"chrX"	63946628	63946928	"pseudogene"	0	100
"LINC00614"	"chr10"	27232252	27233347	"lincRNA"	0	100
"ENSG00000236984"	"chr22"	20473206	20475156	"pseudogene"	0	100
"NDUFA5P8"	"chr11"	3297275	3297620	"pseudogene"	0	99
"ENSG00000236988"	"chrX"	99404781	99406338	"pseudogene"	0	100
"ENSG00000236990"	"chr10"	4093918	4131205	"lincRNA"	0	82
"EDRF1-AS1"	"chr10"	127433296	127440679	"antisense"	0	98
"ENSG00000236992"	"chr20"	19804087	19804587	"pseudogene"	0	100
"GAPDHP21"	"chr10"	57427101	57428110	"pseudogene"	0	100
"ENSG00000236998"	"chr9"	71403223	71404586	"pseudogene"	0	100
"WASF3-AS1"	"chr13"	27180681	27215501	"antisense"	0	90
"ENSG00000237003"	"chr1"	93656297	93656617	"pseudogene"	0	99
"ZNRF2P1"	"chr7"	32768181	32768623	"pseudogene"	0	100
"KRT18P52"	"chr2"	32047660	32048505	"pseudogene"	0	99
"ENSG00000237008"	"chr1"	153352297	153353275	"pseudogene"	0	100
"GLIS3-AS1"	"chr9"	3898642	3901248	"antisense"	0	98
"ENSG00000237011"	"chr1"	193653376	193657559	"lincRNA"	0	100
"ENSG00000237015"	"chr22"	29656878	29658026	"antisense"	0	99
"ENSG00000237017"	"chr19"	54622891	54628722	"antisense"	0	90
"IGHD1-20"	"chr14"	106357049	106357065	"IG_D_gene"	0	100
"ENSG00000237021"	"chr6"	116575370	116577906	"lincRNA"	0	95
"ENSG00000237024"	"chr2"	61079395	61079878	"pseudogene"	0	98
"ENSG00000237025"	"chrX"	123012440	123013146	"pseudogene"	0	100
"ENSG00000237026"	"chr7"	64696164	64697097	"pseudogene"	0	98
"ENSG00000237027"	"chr6"	90270594	90276763	"antisense"	0	95
"CASP3P1"	"chr1"	71126340	71126948	"pseudogene"	0	99
"NDUFA6-AS1"	"chr22"	42486935	42535286	"processed_transcript"	0	75
"USP17L8"	"chr8"	7829183	7830775	"pseudogene"	0	100
"ENSG00000237039"	"chr2"	232120810	232121019	"pseudogene"	0	100
"ENSG00000237041"	"chr2"	206905156	206905569	"pseudogene"	0	100
"RPL34P1"	"chr1"	168179854	168180207	"pseudogene"	0	100
"PRMT5-AS1"	"chr14"	23388665	23396105	"antisense"	0	94
"ENSG00000237063"	"chr20"	34674174	34676114	"lincRNA"	0	100
"EIF3IP1"	"chr7"	109599275	109600241	"pseudogene"	0	95
"NANOGP4"	"chr7"	29251918	29252830	"pseudogene"	0	99
"ENSG00000237073"	"chr9"	116332470	116352299	"antisense"	0	91
"ENSG00000237074"	"chr1"	207422412	207482466	"lincRNA"	0	100
"ENSG00000237075"	"chr5"	69783429	69786959	"pseudogene"	0	99
"ENSG00000237076"	"chr1"	84255963	84267148	"lincRNA"	0	87
"ENSG00000237077"	"chr2"	78015508	78020213	"pseudogene"	0	100
"ENSG00000237078"	"chr2"	201973424	201973553	"pseudogene"	0	100
"COX5BP6"	"chr13"	101276129	101276683	"pseudogene"	0	100
"ENSG00000237085"	"chr2"	92047410	92047507	"pseudogene"	0	100
"RBPJP2"	"chr9"	65973177	65974604	"pseudogene"	0	100
"ENSG00000237087"	"chr2"	233285371	233286171	"lincRNA"	0	100
"ENSG00000237088"	"chr9"	20532550	20533337	"pseudogene"	0	100
"PCNPP4"	"chrX"	74757382	74758537	"pseudogene"	0	100
"ENSG00000237090"	"chr1"	43356765	43358101	"pseudogene"	0	96
"ENSG00000237094"	"chr1"	317720	453948	"lincRNA"	0	8
"ENSG00000237096"	"chr1"	166864948	166877317	"lincRNA"	0	100
"ENSG00000237101"	"chr1"	224407315	224415745	"antisense"	0	100
"ENSG00000237104"	"chr2"	175647774	175652656	"lincRNA"	0	100
"FABP5P15"	"chrX"	76983344	76983557	"pseudogene"	0	100
"IGHJ3P"	"chr14"	106329626	106329675	"IG_J_pseudogene"	0	100
"ENSG00000237115"	"chr6"	132147121	132149553	"pseudogene"	0	98
"CYP2F2P"	"chr19"	41324626	41332677	"pseudogene"	0	88
"LINC01056"	"chr20"	61669363	61685215	"lincRNA"	0	100
"HAND2-AS1"	"chr4"	174448421	174512475	"antisense"	0	68
"ENSG00000237126"	"chr2"	233445658	233476681	"antisense"	0	100
"ENSG00000237129"	"chr22"	36571905	36572574	"pseudogene"	0	99
"MRPS6P2"	"chr1"	51312140	51312509	"pseudogene"	0	100
"ENSG00000237133"	"chr2"	33780114	33788614	"antisense"	0	94
"DDX10P1"	"chr10"	31207941	31210164	"pseudogene"	0	98
"C4orf51"	"chr4"	146601356	146692184	"protein_coding"	0	56
"ENSG00000237137"	"chr9"	14531914	14532040	"pseudogene"	0	99
"ENSG00000237139"	"chr10"	75297561	75298149	"pseudogene"	0	99
"ZNF503-AS2"	"chr10"	77160759	77168738	"processed_transcript"	0	94
"DLEU7-AS1"	"chr13"	51381992	51423190	"antisense"	0	84
"MCFD2P1"	"chr6"	27375476	27375775	"pseudogene"	0	100
"ENSG00000237158"	"chr9"	6568844	6569360	"pseudogene"	0	100
"ENSG00000237161"	"chr15"	21936560	21938111	"pseudogene"	0	99
"ENSG00000237162"	"chr2"	63167051	63167417	"pseudogene"	0	100
"ENSG00000237163"	"chr1"	63370851	63371153	"pseudogene"	0	100
"ENSG00000237166"	"chr2"	201577028	201599900	"lincRNA"	0	100
"ENSG00000237168"	"chr1"	149664577	149664889	"pseudogene"	0	100
"ENSG00000237169"	"chr10"	99068895	99069715	"pseudogene"	0	100
"RPS7P15"	"chr4"	4508805	4509504	"pseudogene"	0	100
"B3GNT9"	"chr16"	67182008	67185117	"protein_coding"	0	98
"ENSG00000237173"	"chr1"	54990497	54990604	"pseudogene"	0	100
"NME1P1"	"chr13"	22673302	22673683	"pseudogene"	0	100
"ENSG00000237176"	"chr12"	60205883	60206357	"pseudogene"	0	99
"ENSG00000237178"	"chr2"	178209171	178209564	"pseudogene"	0	100
"ENSG00000237181"	"chr7"	642822	648119	"antisense"	0	93
"ENSG00000237186"	"chr3"	57516072	57516694	"pseudogene"	0	100
"NR2F1-AS1"	"chr5"	92745065	92921354	"processed_transcript"	0	30
"ENSG00000237188"	"chr1"	146644350	146683136	"antisense"	0	100
"CDKN2AIPNL"	"chr5"	133737778	133747589	"protein_coding"	0	95
"IGHD1-7"	"chr14"	106375766	106375782	"IG_D_gene"	0	100
"FAM27E1"	"chr9"	46385691	46387031	"protein_coding"	0	99
"ZBTB40-IT1"	"chr1"	22843967	22846201	"sense_intronic"	0	95
"IMPDH1P4"	"chrX"	43137374	43138907	"pseudogene"	0	99
"SETP4"	"chrX"	84010144	84011011	"pseudogene"	0	100
"RPL23AP22"	"chr1"	193725945	193726397	"pseudogene"	0	100
"ENSG00000237214"	"chr22"	41460056	41460640	"pseudogene"	0	100
"ENSG00000237217"	"chr2"	64677230	64677658	"pseudogene"	0	100
"ENSG00000237222"	"chr3"	194429150	194502897	"lincRNA"	0	52
"ENSG00000237224"	"chr10"	131498729	131499821	"antisense"	0	99
"RPS3AP39"	"chr11"	3570975	3571749	"pseudogene"	0	98
"ZNF295-AS1"	"chr21"	43429303	43445060	"lincRNA"	0	98
"BMS1P10"	"chr9"	67327775	67334983	"pseudogene"	0	92
"ENSG00000237243"	"chr7"	137638094	137642712	"antisense"	0	96
"LINC00987"	"chr12"	9392599	9395635	"lincRNA"	0	99
"ENSG00000237249"	"chr1"	174861554	174862292	"pseudogene"	0	100
"ENSG00000237252"	"chrX"	75443036	75443496	"pseudogene"	0	100
"ENSG00000237253"	"chr1"	148598398	148599531	"lincRNA"	0	100
"TRBV30"	"chr7"	142510271	142511084	"TR_V_gene"	0	100
"ENSG00000237260"	"chr2"	177203365	177203805	"pseudogene"	0	100
"ENSG00000237261"	"chr2"	90532368	90532626	"pseudogene"	0	100
"ENSG00000237262"	"chr2"	136835462	136836083	"lincRNA"	0	100
"MAPK6PS3"	"chr13"	42643068	42645229	"pseudogene"	0	100
"FTH1P11"	"chr8"	82433917	82434467	"pseudogene"	0	100
"ENSG00000237265"	"chrX"	70882845	70885603	"processed_transcript"	0	100
"OR51R1P"	"chr11"	4439290	4440193	"pseudogene"	0	97
"RSL24D1P8"	"chr19"	12207239	12207730	"pseudogene"	0	99
"ANO7P1"	"chr1"	16542404	16554522	"pseudogene"	0	80
"ENSG00000237279"	"chr1"	53409208	53409602	"pseudogene"	0	100
"ENSG00000237280"	"chr10"	88873711	88875280	"sense_intronic"	0	100
"ENSG00000237281"	"chr2"	219191612	219222689	"antisense"	0	100
"HNRNPA1P2"	"chr6"	32292996	32293955	"pseudogene"	0	96
"ENSG00000237286"	"chr7"	2983669	2986725	"antisense"	0	97
"CKMT1B"	"chr15"	43885252	43897099	"protein_coding"	0	93
"ENSG00000237290"	"chr1"	38674706	38680439	"lincRNA"	0	92
"ENSG00000237291"	"chr1"	143154493	143169717	"lincRNA"	0	100
"ENSG00000237292"	"chr1"	181143620	181151344	"lincRNA"	0	100
"EIF4BP9"	"chrX"	65294677	65296189	"pseudogene"	0	100
"TTN-AS1"	"chr2"	179385910	179639402	"antisense"	0	100
"ENSG00000237300"	"chrX"	102051179	102052021	"pseudogene"	0	99
"ENSG00000237301"	"chr1"	15912631	15930121	"antisense"	0	64
"HIGD1AP8"	"chr12"	11634317	11634590	"pseudogene"	0	98
"HSPE1P22"	"chr9"	94789780	94790106	"pseudogene"	0	100
"SRRM1P3"	"chrX"	136058576	136067864	"pseudogene"	0	97
"ENSG00000237310"	"chr7"	65958693	65960461	"lincRNA"	0	98
"RPL12P39"	"chr18"	61739392	61739887	"pseudogene"	0	100
"ENSG00000237317"	"chr1"	174336243	174337177	"pseudogene"	0	100
"ENSG00000237319"	"chrX"	108880063	108880292	"pseudogene"	0	99
"ENSG00000237324"	"chr1"	74807263	74844486	"antisense"	0	49
"ENSG00000237325"	"chr21"	32824779	32825536	"pseudogene"	0	99
"RAI1-AS1"	"chr17"	17662468	17674135	"antisense"	0	77
"ENSG00000237329"	"chr1"	31509581	31510087	"pseudogene"	0	97
"RNF223"	"chr1"	1006346	1009687	"protein_coding"	0	94
"XIAP-AS1"	"chrX"	123006476	123007782	"antisense"	0	98
"ENSG00000237336"	"chr9"	126254163	126255435	"antisense"	0	98
"FTCD-AS1"	"chr21"	47571528	47572561	"antisense"	0	99
"SYP-AS1"	"chrX"	49055425	49058913	"antisense"	0	99
"ENSG00000237342"	"chr14"	99311233	99311934	"lincRNA"	0	99
"ENSG00000237343"	"chr1"	148760504	148761583	"lincRNA"	0	100
"ENSG00000237346"	"chr6"	14391462	14393519	"lincRNA"	0	98
"ENSG00000237347"	"chr22"	19043314	19044025	"pseudogene"	0	100
"ENSG00000237349"	"chr1"	109529585	109529867	"pseudogene"	0	99
"CDC42P6"	"chr4"	22728998	22729573	"pseudogene"	0	100
"ENSG00000237351"	"chrX"	47016037	47017598	"pseudogene"	0	100
"ENSG00000237352"	"chr1"	59522315	59553867	"lincRNA"	0	63
"PATE4"	"chr11"	125703211	125709964	"protein_coding"	0	93
"ENSG00000237356"	"chr14"	53635772	54153976	"lincRNA"	0	10
"ENSG00000237357"	"chr9"	44401766	44404440	"lincRNA"	0	98
"ENSG00000237359"	"chr9"	3647335	3648338	"lincRNA"	0	100
"ENSG00000237371"	"chr20"	62688156	62688437	"antisense"	0	100
"ENSG00000237372"	"chr9"	92316566	92334585	"lincRNA"	0	88
"BRWD1-IT1"	"chr21"	40589019	40591731	"sense_overlapping"	0	98
"ENSG00000237381"	"chrX"	92643074	92644496	"pseudogene"	0	100
"RPL21P121"	"chr17"	18216074	18216847	"pseudogene"	0	99
"ENSG00000237385"	"chr9"	96192624	96193581	"antisense"	0	100
"ENSG00000237387"	"chr22"	25976208	25977349	"antisense"	0	100
"OR4A47"	"chr11"	48510269	48511332	"protein_coding"	0	100
"ENSG00000237390"	"chr1"	156358018	156365401	"lincRNA"	0	100
"PITRM1-AS1"	"chr10"	3183824	3210164	"processed_transcript"	0	90
"CAMTA1-IT1"	"chr1"	7429003	7430331	"sense_intronic"	0	98
"NDUFA9P1"	"chr22"	36293318	36294452	"pseudogene"	0	100
"ENSG00000237409"	"chr1"	159990090	159990517	"pseudogene"	0	100
"PRSS56"	"chr2"	233385173	233390422	"protein_coding"	0	100
"NRBF2P3"	"chr1"	111390699	111391563	"pseudogene"	0	98
"ENSG00000237416"	"chr1"	95302304	95320982	"processed_transcript"	0	58
"XRCC6P1"	"chr10"	94966614	94969384	"pseudogene"	0	99
"ENSG00000237418"	"chr3"	196024932	196025086	"pseudogene"	0	100
"ENSG00000237422"	"chr9"	93881420	93925369	"lincRNA"	0	80
"FOXD2-AS1"	"chr1"	47897805	47900313	"antisense"	0	95
"TOMM22P1"	"chrY"	23292756	23293067	"pseudogene"	0	100
"ENSG00000237428"	"chr22"	22720578	22722138	"pseudogene"	0	100
"ENSG00000237429"	"chr1"	27852316	27857072	"antisense"	0	97
"RPS7P12"	"chrX"	133784860	133785441	"pseudogene"	0	100
"ENSG00000237433"	"chr3"	32232239	32233119	"pseudogene"	0	98
"ENSG00000237434"	"chr9"	20331444	20332275	"pseudogene"	0	100
"ENSG00000237436"	"chr1"	6843952	6844903	"antisense"	0	99
"ASS1P12"	"chr9"	32945994	32947220	"pseudogene"	0	98
"CECR7"	"chr22"	17517460	17541715	"lincRNA"	0	85
"ZNF737"	"chr19"	20718631	20748615	"protein_coding"	0	66
"RGL2"	"chr6"	33259431	33267101	"protein_coding"	0	94
"OR13D2P"	"chr9"	107352325	107353231	"pseudogene"	0	100
"CDC27P2"	"chrY"	10027986	10029907	"pseudogene"	0	100
"CDK2AP2P2"	"chr9"	66500642	66501008	"pseudogene"	0	100
"ENSG00000237452"	"chr19"	46236509	46267792	"protein_coding"	0	67
"ENSG00000237453"	"chr1"	55258558	55260578	"antisense"	0	93
"ENSG00000237456"	"chr3"	62109878	62110282	"pseudogene"	0	100
"ENSG00000237461"	"chr9"	102348068	102582171	"lincRNA"	0	31
"ENSG00000237468"	"chr6"	146915652	146920067	"lincRNA"	0	99
"ENSG00000237471"	"chr7"	46009256	46019790	"lincRNA"	0	93
"ENSG00000237472"	"chr22"	23330438	23330756	"pseudogene"	0	100
"ENSG00000237474"	"chr2"	90512495	90512771	"pseudogene"	0	100
"RPL7P53"	"chrX"	72755339	72756077	"pseudogene"	0	100
"ENSG00000237476"	"chr22"	21311380	21318967	"lincRNA"	0	96
"ENSG00000237481"	"chr1"	229455150	229458834	"antisense"	0	100
"ENSG00000237483"	"chr3"	171943218	171943662	"pseudogene"	0	100
"SGOL1-AS1"	"chr3"	20215736	20227919	"antisense"	0	92
"LINC00959"	"chr10"	131864638	131909081	"lincRNA"	0	73
"ENSG00000237490"	"chrX"	6907370	6907824	"pseudogene"	0	99
"ENSG00000237491"	"chr1"	714150	745440	"lincRNA"	0	63
"OR2L9P"	"chr1"	248138043	248138955	"pseudogene"	0	100
"ENSG00000237493"	"chr12"	56374216	56374819	"pseudogene"	0	100
"ENSG00000237499"	"chr6"	138144810	138189370	"antisense"	0	54
"ENSG00000237501"	"chr3"	172548771	172549019	"pseudogene"	0	100
"ENSG00000237502"	"chr6"	149896601	149897260	"antisense"	0	100
"ENSG00000237505"	"chr1"	89003196	89150887	"antisense"	0	5
"RPSAP15"	"chrX"	86958277	86959307	"pseudogene"	0	100
"ENSG00000237510"	"chr2"	96455402	96465914	"pseudogene"	0	100
"UNC5B-AS1"	"chr10"	72976981	72977985	"antisense"	0	100
"ENSG00000237513"	"chr7"	104581510	104602781	"lincRNA"	0	81
"PTP4A1P7"	"chr1"	176585404	176585925	"pseudogene"	0	100
"SHISA9"	"chr16"	12995477	13334272	"protein_coding"	0	0
"DGCR5"	"chr22"	18958027	19018755	"antisense"	0	72
"ENSG00000237520"	"chr1"	235092978	235095736	"lincRNA"	0	100
"NONOP2"	"chr2"	61163954	61165184	"pseudogene"	0	98
"LINC00857"	"chr10"	81967466	81979413	"lincRNA"	0	95
"ENSG00000237531"	"chrX"	950956	955100	"lincRNA"	0	97
"PFN1P6"	"chr1"	148736689	148737087	"pseudogene"	0	100
"ENSG00000237540"	"chr10"	13201477	13201777	"pseudogene"	0	100
"HLA-DQA2"	"chr6"	32709119	32714992	"protein_coding"	0	93
"ENSG00000237543"	"chr9"	69146939	69149621	"lincRNA"	0	99
"IGHJ2P"	"chr14"	106331003	106331062	"IG_J_pseudogene"	0	100
"TTLL11-IT1"	"chr9"	124646915	124725998	"processed_transcript"	0	71
"UBE2Q2P6"	"chr15"	82664459	82748784	"pseudogene"	0	57
"ENSG00000237551"	"chr7"	95912669	95913116	"pseudogene"	0	100
"ENSG00000237552"	"chr1"	77223809	77244952	"lincRNA"	0	73
"PYY2"	"chr17"	26553589	26555091	"pseudogene"	0	100
"ENSG00000237576"	"chr2"	69059176	69064856	"antisense"	0	100
"RAC1P4"	"chrX"	136523417	136523995	"pseudogene"	0	99
"ENSG00000237586"	"chr8"	125313556	125314045	"pseudogene"	0	100
"ENSG00000237590"	"chr10"	44755050	44757261	"lincRNA"	0	94
"IGKV1OR10-1"	"chr10"	42680787	42681239	"IG_V_pseudogene"	0	99
"ENSG00000237593"	"chr6"	154538065	154538623	"pseudogene"	0	99
"ENSG00000237594"	"chr21"	32931558	32932800	"antisense"	0	99
"ENSG00000237595"	"chr20"	48780001	48782639	"lincRNA"	0	100
"ENSG00000237596"	"chr6"	136415853	136546733	"antisense"	0	13
"HMGB3P12"	"chr3"	26257813	26258368	"pseudogene"	0	100
"ENSG00000237604"	"chr21"	45595372	45596336	"lincRNA"	0	99
"ENSG00000237605"	"chr1"	206807994	206808967	"antisense"	0	100
"ENSG00000237609"	"chr21"	40400461	40401053	"lincRNA"	0	100
"ENSG00000237611"	"chr1"	54565641	54565897	"pseudogene"	0	99
"FAM138A"	"chr1"	34554	36081	"lincRNA"	0	99
"OR9A1P"	"chr7"	141586948	141587892	"pseudogene"	0	100
"ENSG00000237623"	"chrX"	47132765	47133789	"pseudogene"	0	99
"OXCT2P1"	"chr1"	39980628	39982162	"pseudogene"	0	98
"ENSG00000237628"	"chrX"	102052459	102053056	"pseudogene"	0	100
"UQCRHP2"	"chr2"	26217663	26217950	"pseudogene"	0	100
"ENSG00000237631"	"chr9"	98680418	98680986	"pseudogene"	0	100
"S100A11P1"	"chr7"	102902447	102902758	"pseudogene"	0	100
"ANKRD26P3"	"chr13"	19864733	19918965	"pseudogene"	0	85
"FRY-AS1"	"chr13"	32599451	32605776	"antisense"	0	97
"ENSG00000237638"	"chr2"	65128974	65132271	"lincRNA"	0	100
"ENSG00000237640"	"chr7"	99527015	99546243	"antisense"	0	79
"ENSG00000237641"	"chr2"	232654191	232654597	"pseudogene"	0	100
"HMGB3P5"	"chr10"	112210387	112210998	"pseudogene"	0	100
"ENSG00000237643"	"chr6"	71104590	71109120	"lincRNA"	0	87
"HLCS-IT1"	"chr21"	38176285	38178585	"sense_intronic"	0	100
"KIFC1"	"chr6"	33359313	33377701	"protein_coding"	0	81
"ENSG00000237661"	"chrX"	40691097	40691815	"pseudogene"	0	100
"DNAJC19P7"	"chr1"	52717734	52718445	"pseudogene"	0	98
"ENSG00000237666"	"chr2"	107087255	107094125	"pseudogene"	0	100
"LINC01115"	"chr2"	779837	864112	"lincRNA"	0	50
"RPS15AP38"	"chr22"	36817318	36817689	"pseudogene"	0	100
"HCG4P3"	"chr6"	29973898	29974893	"pseudogene"	0	99
"KRR1P1"	"chr13"	20644390	20646276	"pseudogene"	0	99
"RPL30P4"	"chr3"	32676714	32677046	"pseudogene"	0	100
"VDAC1P11"	"chr9"	97049981	97050832	"pseudogene"	0	98
"ENSG00000237682"	"chrX"	100792472	100794263	"pseudogene"	0	100
"ENSG00000237683"	"chr1"	134901	139379	"protein_coding"	0	94
"ENSG00000237686"	"chr6"	43963460	44042389	"antisense"	0	34
"LINC00312"	"chr3"	8613468	8615561	"lincRNA"	0	99
"ATP5JP1"	"chrY"	6768794	6769413	"pseudogene"	0	100
"TRBV3-1"	"chr7"	142008365	142008871	"TR_V_gene"	0	100
"ENSG00000237704"	"chr8"	100352533	100353989	"pseudogene"	0	95
"ENSG00000237705"	"chr5"	56137843	56157991	"antisense"	0	90
"TRIM51EP"	"chr11"	89714609	89724840	"pseudogene"	0	88
"ENSG00000237708"	"chrX"	57095347	57096118	"pseudogene"	0	99
"ENSG00000237711"	"chr9"	5100236	5101009	"pseudogene"	0	99
"ENSG00000237716"	"chr6"	4186858	4188343	"lincRNA"	0	97
"ENSG00000237718"	"chr16"	67648284	67649245	"antisense"	0	98
"ENSG00000237719"	"chr6"	36059768	36060423	"pseudogene"	0	99
"ENSG00000237720"	"chr2"	2838036	2842163	"lincRNA"	0	95
"ENSG00000237721"	"chr21"	40378574	40383255	"lincRNA"	0	98
"ENSG00000237726"	"chr1"	71716682	71717802	"lincRNA"	0	100
"ENSG00000237728"	"chr1"	7442548	7449814	"antisense"	0	80
"ENSG00000237729"	"chr7"	93299138	93299389	"pseudogene"	0	100
"ENSG00000237730"	"chrX"	6340133	6340742	"pseudogene"	0	98
"RNGTTP1"	"chr21"	27015801	27016528	"pseudogene"	0	99
"ENSG00000237732"	"chr2"	223182994	223217708	"pseudogene"	0	100
"ENSG00000237734"	"chr9"	27391732	27397561	"antisense"	0	95
"DCTN1-AS1"	"chr2"	74612613	74621009	"antisense"	0	100
"RNF216-IT1"	"chr7"	5702063	5720092	"sense_intronic"	0	88
"NPAP1P3"	"chr10"	89136653	89138238	"pseudogene"	0	100
"ENSG00000237742"	"chr6"	125899704	126070336	"antisense"	0	15
"ENSG00000237745"	"chr2"	108531404	108531742	"pseudogene"	0	100
"UQCRBP1"	"chrX"	56763675	56764010	"pseudogene"	0	100
"ENSG00000237749"	"chr1"	38021843	38022108	"pseudogene"	0	100
"ENSG00000237752"	"chrX"	97161642	97163088	"pseudogene"	0	99
"ENSG00000237753"	"chr2"	113399409	113403267	"lincRNA"	0	100
"ENSG00000237756"	"chr1"	163229640	163230449	"lincRNA"	0	100
"EEF1A1P30"	"chrX"	119344309	119346528	"pseudogene"	0	100
"BANF1P3"	"chr2"	231589858	231590118	"pseudogene"	0	100
"ENSG00000237760"	"chr7"	46341718	46383219	"lincRNA"	0	79
"AMY1A"	"chr1"	104197912	104207173	"protein_coding"	0	87
"ENSG00000237764"	"chr7"	124812272	125019375	"lincRNA"	0	19
"FAM200B"	"chr4"	15683285	15707188	"protein_coding"	0	89
"GGTA2P"	"chr12"	67659622	67660746	"pseudogene"	0	99
